abstract,categories
beijing ducks vs xinjiang flying tigers cba asiasat-5 freq-4005 h 7500 id- 5a3-a 89 9f c6 ee be 47 7d 82 altafaltaf,:point_right:
"#ludemedia mar 24 eve ep consider w/h support to the :flag_for_European_Union:-:flag_for_China: trade deal sec started enforcing the hfcaa, :flag_for_China: comps feared to be delisted from the :flag_for_United_States:market pelosi supports int'l sanctions on :flag_for_China: for crimes in xinjiang nike confirms it doesn’t source products from xinjiang ",:fire:
So here is a silly man actually believe in #Xinjiang #concentrationcamps rumor. ,:man_facepalming:
"Ms. Hua, nothing is so true about the works of the CIA, after Hong Kong now they are trying their luck with Xinjiang.",:rage:
"In the Yuan and Ming dynasties, the various ethnic groups in Xinjiang further merged; Mongolians, especially those of the Chagatai Khanate, were fused with the Uygurs, adding fresh blood to the Uygur group. ",:arrow_down:
 Well known by those that are brainwashed with mainstream media.It's funny how the numb nuts actually think there is a genocide in Xinjiang.The real genocide is in Gaza and Yemen.But they don't talk about that on Fox and Friends.Hmmm. ,:thinking_face:
Does #VW profit from #Uighur forced labor in #Xinjiang?#CAI #Merkel #vonderLeyen #HumanRights #Macron #Germany #WHO #COVID #Chine #WEF21 #COP15 #EU   ,:arrow_right:
"#CIA asset would-be regime-change stooge declares 'holy war' on #China in #Xinjiang 2015 ! N.B. THERE IS NO MENTION of #Genocide, torture, brutality, cultural genocide, here - at all - not even a bit. ('Work programme' did though.. go figure) #Uyghurs",:zany_face:
News said Duku Highway in Xinjiang would resume traffic in mid-Junecan't wait summer holiday to come,:heart_eyes:
A 7 y/o #Uyghur boy in #Xinjiang's remote village accidentally had an arm ripped off. Last flight of the day to #Urumqi (1400km away) was called back for him. Police pilot rushed to hospital. 4Hrs replant-surgery. Arm saved. Gratitude with tears,:pray:
 we showed the chinese ambassador to dc some of ’s brilliant reporting into #uygur families being separated in the #xinjiang region of china. the us and other international partners have called chinese policies against the uyghurs a genocide watch:,:eyes:
Another wonderful dancingvideo by our reporterin #Xinjiang ,:heart_eyes:
 lmao ETIM hasn’t existed for years. so show the receipts of money going into xinjiang? locals getting funded? might be a nice project for you to find that stuff ,:thumbsup:
"On May 29, #XiaoZhan fans Xinjiang Xiaofeixia joined hands with Xinjiang 949 Traffic Broadcast Love Blood Donation Alliance to deliver 65 boxes of Mengniu pure milk to 65 leukemia children in the First Affiliated Hospital of Xinjiang Medical University ",:heart:
" agree (1) disagree (0) recommend (0) indians are sure that china committed genocide, seems to have ample evidence, please send out your ticket to xinjiang and the evidence you took in xinjiang and tweet it for everyone to see?",:thinking_face:
"genocide in xinjiang"""" is literally a modern version of the """"holodomor"""" hoax. it's wild seeing this exact atrocity propaganda strategy be replayed almost a century later, this time against china. william randolph hearst would be proud ",:point_down:
"song """"xinjiang under blue skies"""" portrays the plight of xinjiang residents living through the aftermath of terrorism in the region, unveiling the inside stories behind decades of struggles. have a look at the trailer ; stay with for more! ",:point_down:
"Is no longer a secret that Weapons of Mass Destruction (WMD) is one of the biggest Hoax to invade Iraq.As far as I can recall UN inspected Iraq 6 times and found no WMD!Now America started marketing China Xinjiang and Uyghur genocide, force labour, religion oppression. ",:thinking_face:
"Of course Xinjiang isn't Palestine, silly  It's East Turkestan, land of Uyghur People!",:satisfied:
"“notably, neither the e.u., british or canadian lists includes the chinese communist party’s top official in the region, chen quanguo, who was named in more-robust u.s. #sanctions last year.”  #china #xinjiang #uyghurs #compliance #esg #csr",:thinking_face:
"A series of pictures captured the stunning starry night Friday in Taklimakan Desert, Tarim Basin, northwest #China's Xinjiang Uygur Autonomous Region. ",:sparkles:
Xinjiang Victims Database is an excellent collection of creative writing. When are you going to be adding more? ,:grin:
 xin jinping and ccp now done what adolf hitler and nazi did in poland in xinjiang now. uighur like jews are extinct by ccp. please reunite the west countries to blame and punish ccp to save uighur life. please keep monitoring ccp and save uighur life. must take action now. ,:pray:
 Uyghurs in Xinjiang lives in total oppression and fear! Oh no... ,:scream:
"these #uyghur children are not orphans!  has still placed them in orphanages  guess why. because the ☭ regime has arbitrarily detained their parents in concentration camps - millions of them """"xinjiang"""" schools used to separate children from families ",:cry:
 weak list sanctions on china officials includes only 2 of 6 officials requested by excludes chen quanguo overall architect #uyghurgenocide excludes xinjiang public security bureau :oncoming_fist_light_skin_tone:it’s like excluding adolf hitler and ss from blame for holocaust,:point_right:
let's visit #xinjiang  ,:heart_eyes:
" STRAWMAN ALERT In a conversation about Xinjiang and China’s government, who’s the one deflecting? ",:rotating_light:
wait...so ccp's spokesperson just indirectly admitted ccp does run concentration camps in xinjiang.  ,:thinking_face:
40% of the UK’s solar farms were built using panels manufactured by companies that may be linked to #Xinjiang slavery and genocide. #uyghurgenocideSubscribe ,:arrow_down:
There is as much atrocity going in Xinjiang today as there was WMD lying around in Iraq under Saddam :rolling_on_the_floor_laughing::joy:,:grin:
#天山天池 #tianshan #mountain  #tianchi #lake  #xinjiang #china @ tianchi lake ,:flag_for_China:
"go and tell them  but he's just stating obvious, nothing too unreasonable...and that shows how things are twisted about xinjiang.",:clap:
" russia youre probably correct, china in the modern day is ambiguous because they keep all their information so secretive, what's going on in xinjiang could be killing hundreds of thousands or it may not be  if you include mao it goes heavily in china's """"favor",:man_shrugging:
 Why bother about UYGHURS? They don't even originate in XINJIANG... but isn't this Western province also home of many MONGOLS + HAN peoples? They have a story too... ,:smirk:
 xinjiang cotton is as clear and innocent as sierra leone diamonds ,:blush:
" Continue final...Are likely their real target the xinjiang issues ,Tibet issues,inner Mongoliais just a diversion of them show to the world . this is just my opinion analysis fact investigation only it doesn't content politics or etc or fake news ",:innocent:
Xinjiang is very very satisfied &amp; happy  Now,:satisfied:
"In this day &amp; age of accessible information, anyone over 18y.o. who still parrots western agitprop on Xinjiang is either a vile racist creature or a dumbass, but in both cases they're not worth talking to. ",:point_down:
Stupid Never been to Xinjiang，keep your mouth shut,:shit:
" Yes. The problem is not every Uyghur is Muslim, Uyghurs only accounts for 45% of the population of Xinjiang. There are Muslims in Beijing so is it """"your Beijing"""" too? Your claim bears a bit of colonialism and imperialism ",:smirk:
"there is nothing quite like fake """"patriotism"""" a full year after #nike issued their statement on 10 march 2020 on banning cotton from the #xinjiang #uyghur autonomous region (xuar). well done, comrade #wangyibo! :clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone: press release from march 2020: ",:flag_for_China:
i wonder what might be the reason that only muslims from xinjiang are defined as terrorists?  ,:thinking_face:
China calling for equity while committing a literal genocide in XinJiang ,:upside__down_face:
Ohhhh !!!!!!Why Oh Why ??? Do you have an allergy towards seeing Uyghurs leading normal happy lives in Xinjiang?Are you only going to be satisfied once Xinjiang has been reduced to a rubble the way Israel has reduced Gaza into a rubble?,:shit:
 yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahouse zhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house,:zzz:
" thank you for refraining from sourcing tainted cotton from #xinjiang""""  wish you would return the recently removed statement back to your company's website #xinjiangcotton #uyghurforcedlabour ",:thinking_face:
Uyghur Fairy:smiling_face_with_hearts:ئۇيغۇرنىڭ پەرىلىرى This should be the most authentic #Uyghur costume in #Xinjiang From Weibo: in-kashgar,:heart_eyes:
 UK Parliament has just passed an unopposed motion declaring “this House believes that Uyghurs and other ethnic and religious minorities in the Xinjiang Uyghur Autonomous Region are suffering Crimes Against Humanity and Genocide.”H/T ,:eyes:
"Shame on all US corporations that put Profit over People and Principle! Stop #UyghurGenocide by China #CCP in Xinjiang, China! Take down the #CCP! ",:arrow_down:
" My thoughts on Xinjiang are irrelevant to my status as a student lol, please don't be so small brained. ",:blush:
"us, eu, uk, canada placed sanctions on chinese officials over human rights abuses in xinjiang. china's retaliation? sanction on scholars, think tanks, ngos...for """"spreading lies"""". all democracies, in the west/east, must unite ; push back authoritarianism. #leagueofdemocracies ",:rotating_light:
"There is no East Turkestan, there is Xinjiang Uygur. It is not occupied, but part of China. The whole world (except Taiwan) recognizes this. The same counts for Tibet.China asserting sovereignty over Taiwan, is nothing but restoring China's territorial integrity.",:shit:
 love XINJIANGone of the most beautiful places I have ever been to.,:heart:
 mechanized cotton cultivation has been realized in xinjiang.welcome travel to xinjiang.  ,:smile:
".@SpokespersonCHN let's comparezi 2021 Xinjiang propaganda film w/ dancing Uyghurs to Nazi 1944 propaganda film abt Theresienstadt/Terezin made by Goebbels to show the Int'l Red Cross &amp; the:globe_with_meridians:how happy Jews were in the """"ghettos."""" See any difference? NO! ",:flag_for_China:
Starting now - the UN high-level side event on #Xinjiang that China didn't want you to see. Watch live on ,:rotating_light:
新疆 (XinJiang) /6-2 #XinJiangCotton #Cotton #新疆 #XinJiang #ChinaCotton Production in Chinasince 1962 by #US.,:arrow_down:
b.k.o. usa  fara the theft of the century #socialism #communism :skull_and_crossbones: the chinese communist party (ccp) as a transnational organized crime group :clown_face: orwellian social credit system #xinjiang #ccpgenecide #ccpcrimesagainsthumanity ,:zzz:
" Why is Xinjiang much more important than nuclear wastewater? Poor Japan and the US, I think they have rabies. ",:thinking_face:
 Congratulations #CholeZhao#china #HongKong #Taiwan #Tibet #Xinjiang #Korea #india #Hollywood #America #Oscars #Oscar2021 #Beijing #Delhi #Bombay #Mumbai #lagaan #Nomadland #water #salaambombay #motherindia #gandhi #AamirKhan #PriyankaChopra,:clap:
" Mr. “US - MENUE”,IF in Xinjiang something happened in the past, I trust China  saying, it’s not existing in these times at all. So my question is, Mr. Menu, when have you been there, that you love the BBC-guy saying “here crimes and there crimes”, so why not work together?",:flushed:
#新疆 #xinjiang #china the u.s. has wanted an unrest in xinjiang for a long time. ,:upside__down_face:
"you resist xinjiang, i resist you!!!  ",:thumbsdown:
" What a pity, you will never set foot in Xinjiang in your life.It is a pity that Xinjiang people cannot clean you up with their own hands.",:smile:
"with all the problems between retail fashion brand and xinjiang, xz's upcoming collaboration with li-ning is truly winning ",:clap:
  wishing for world peace from japan #tokyo2021 #tokyo2020 #uyghurs #xinjiang #lovewins #blacklivesmatter ,:pray:
" This why my all Chinese friends I already know it long time ago and being try to warn you all that the so called issues of China xinjiang ,Tibet,inner Mongolia provinces all are natural resources likely their real target .patience good will win soon",:innocent:
Yep that’s Xinjiang ,:man_facepalming:
 this is what our xinjiang really looks like ,:heart:
Labor pushes Morrison government to clarify whether it views Xinjiang human rights abuses as genocide,:clap:
"just wrap up your westerners’ bull and get out! chinese netizens call for fashion retailer h;m """"get out of chinese market"""" after the company said it has prohibited any type of """"forced labor"""" in its supply chain in #xinjiang, citing so called human right concerns ",:shit:
好听 :smiling_face_with_hearts:。 monday. i wish you all a wonderful week except those who want to hurt our family in xinjiang :heart:.,:heart_eyes:
"your idea of xinjiang cotton vs. reality"""" it's in traditional chinese so who wants to guess what that means  ",:smirk:
" “ I visited dozens of Xinjiang mosques, big &amp; small, scattered across 260,000 km2 ” ",:thinking_face:
Have you ever wondered why I would need a special travel permit if I wanted to visit Xinjiang or Tibet but not Shanghai or Beijing? Its almost as if something weird is going on in those two provinces ,:thinking_face:
 yep  can't even point out xinjiang in map why are they so loud ,:sob:
" fuck off  And here's your reminder that the Chinese are cutting dicks off of Uighur Muslims in Xinjiang. Next, they might come for you guys...",:man_facepalming:
Let’s see  now 2 headlines today: 1) UK Parliament Unanimously Declares Chinese Regime Committing Genocide in #Xinjiang. 2) Federal government tears up Victoria’s Belt and Road agreements with China. Foreign minister Marise Payne cancels two deals between Victoria and #China.,:eyes:
xinjiang cotton is good ,:thumbsup:
That first lady said wearing a mask is genocide? A mild inconvenience = a deliberate campaign to extinguish a race or culture? Now I understand why UK and the US define China's anti-terrorism in Xinjiang as genocide. They're all idiots.,:zany_face:
had a dream where i was in xinjiang and spoke fluent uyghur. made a new friend and got invited to her house for dinner. her dad was so excited to see me and he spoke perfect malay out of nowhere because he used to work at the oil palm estate in malaysia. very random,:sob:
why aren't you focusing on the uyghors in china and the genocide and slavery that is happening today/everyday...yes slavery in Xinjiang china today/everyday.....I guess you have money from the china and the chinese government :face_with_rolling_eyes:or not your people to save from slavery,:thinking_face:
" xj cotton is some good quality stuff, if anyone in this thread has recommendations on where to source clothing using xj cotton i'd be v much obliged ",:pray:
" Starting in 30 minutes U.S.Affairs Committee hearing: “The Atrocities Against Uyghurs and Other Minorities in Xinjiang,” at 12:30 pm EDT.,&amp; Tursunay Ziyawudun",:rotating_light:
 funniest part is that olsi has been in xinjiang education centres and besides his best attempts couldnt find anything resembling concetration camps or genocide.. he also admitted to being a jihadist.. whooopsie  ,:grimacing:
 Happy #EidUlFitr #Xinjiang ,:point_down:
 shoot with Xinjiang cotton,:grin:
 muji also has banned xinjiang cotton. remove it of your suggestions list. ,:man_facepalming:
OK.. I see some improvement there.First time someone advocating the Xinjiang separatism issue actually mentioned 'truth' from China..Even though it was just a pinch ,:satisfied:
"Dear followers in the West, please use reason &amp; logic when deciding whether or not to believe the US led MSM &amp; gov narrative on Xinjiang. ",:point_down:
" china is genociding """"low life expectancy"""" in xinjiang ",:rage:
 Bro I been telling you many times it is all about natural resources like raw black oil in billions tons in China xinjiang province ,:innocent:
yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahousezhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman: #chuang2021xzhangxingteep6,:zzz:
" thank you for all your efforts in safeguarding the basic rights of the xinjiang people, i'm grateful there are people like yourself working for such an important cause god bless you and your loved ones, and stay safe. warm wishes from london, clarine",:clap:
" chinese government has invited western diplomats and media to visit xinjiang so many times but they didn't come even once. they just fabricate lies. if you think bbc's reports are true, you are too naive. you can see through those lies if you've tried. bet you didn't",:sweat_smile:
"“... #Muji’s parent said it conducted an on-site audit at more than 12,000 acres of farms and other facilities in #Xinjiang...and found no material human-rights violations. Earlier, [it] had said the audit didn’t identify significant issues other than some that could be fixed.”",:thinking_face:
" There are more than 12 million muslim Uyghurs in Xinjiang.Even if China go full retard, I doubt they will or believe they can cleanse all the Muslims in Xinjiang ",:sweat_smile:
"Hanikezi, from Urumqi, Xinjiang, seems to have come out of a painting.",:heart:
"strangely, the chinese consider #alaska to be “neutral” location. i wonder why they would think that.  #china #biden #unitedstates #russia #ccp #microsoft #hackers #ww3 #arctic #warzone #xinjiang #military",:face_with_monocle:
" Yeah, who wouldn't believe any study that comes out of China  nice try Xinjiang",:clown_face:
 #genocide #wmd #uighurs #xinjiang #trudeau #propaganda what do you all think? care to comment or do you want to be a part of the #solution  ,:point_down:
"i am truly sorry about my yixing explanation. apparently, i haven't read enough. if you want to read more about it, please do search for """"xinjiang cotton issue"""". thank you. i'm sorry ",:sob:
"that's why they slaughtered muslims in iraq, they slaughtered muslims in afghanistan, they slaughtered muslims in syria, they are indifferent to the tragic experience of indian muslims, but they only pretended to care about muslims in xinjiang, china.",:smirk:
 i hope it doesn’t have any thing to do with xinjiang cotton ,:upside__down_face:
"Even a 40% drop in hashrate makes little difference to Bitcoin. Network difficulty adjusts and everything carries on as normal. The cost to attack the network remains extremely high. Power cuts happen, whether mining farms are located in Xinjiang.... or Texas! ",:sunglasses:
" is a country not an organization.  can raise voice on disputes, not in internal matters of others. Xinjiang's situation is clearly an internal matter of . And this rule is set forth by the , especially in case of  that not to speak in the internal matter of others.",:flag_for_China:
" this false information about the actual Uyghurs life. It will not serve the cause! So, keep posting about nowadays Xinjiang, it's great! ",:thumbsup:
"The current hashrate drop caused by the Xinjiang blackout brought quite a lot of fuss, leaving us with overloaded mempool, higher fees, and stuck transactions.After some time, the network will recover, so there’s no need to worry.We have one tip, tho ",:arrow_down:
" wonder why the member had chats with pretty women from xinjiang, but not another region, every night...",:thinking_face:
" oh against the fandom? a LOT so many hate me  first off i identify as pansexual, second i always publicly drag anyone that sets everglow up, third i called out the mfs that defended xinjiang cotton labor and those who pretended to know yiren (a member) personally",:sob:
" """"The co-sponsors are fabricating lies and false allegations related to Xinjiang with no respect for facts. All their allegations are completly groundless"""" Why the fear if everything is apparently groundless and has no facts from their point of view?:rolling_on_the_floor_laughing:",:zany_face:
"25 pts, 10 reb, 5 ast  without zhou qi, donatas motiejunas carried xinjiang on his shoulder to beat qingdao 129-106 in #cba. ",:fire:
#RealChina How does #Xinjiang truly look like? Foreign ambassadors who went there in person share their views...,:point_down:
 no i'm being fr there were rumors that they paired up with a company that had surveillance technology tied with xinjiang but it ended up not being confirmed ,:sob:
what is happening in xinjiang and why we have to stand firm against it human right is inviolable for every human being #freeuyghurs ,:arrow_down:
I'd rather be visiting Xinjiang than these devastated countries. You should go and see for yourself and remember to take some pictures :slightly_smiling_face:.,:wink:
 because ck rude xinjiang ,:face_vomiting:
"Since they were filming in Xinjiang, did Disney teach its employees about the Chinese Communist Party’s genocide of the Uyghurs? ",:thinking_face:
"this looks like a good opportunity for politicians ; journalists to fact check some the uygher claims w a cn diplomat in canada. dan is an expat living in china, with first hand accounts. omar has first hand accounts of xinjiang. max, from grayzone, a foreign policy expert ",:point_down:
"apple’s app store has been distributing more than a dozen apps created by ’s xinjiang production ; construction corps, a paramilitary organization sanctioned by the us for human rights abuses against the uyghurs in xinjiang. via ",:rotating_light:
 everyone is constantly talking about this issue . but are you guys living in xinjiang or you see that forced labor in person? the point is that his studio end the partnership with adidas because of adidas supporting that fake news about xinjiang,:pray:
" Reasonable peaceful neighbours and both bordering with Xinjiang, China. ",:thinking_face:
" maybe you should visit xinjiang one day and see what normal uighurs do everyday. but you wouldn’t believe anyway, just like these reporters, they can’t get in but they can write up those accurate numbers. they believe these prisoners are innocent people while they are terrorist",:thinking_face:
 can you dm her and help her with her research in xinjiang??,:grin:
 taiwan is an independent country just like turkmenistan and xinjiang ..joker ,:wink:
" it's funny that you don't even know where xinjiang is. and let me tell you, southeast china is the richer part of china. don't make a mistake if you take it out to cheat people next time. ",:smirk:
incredible #india :folded_hands_light_skin_tone: #quotes #evergreen #ethiopia #rahulvaidya #ipl2021 #instagram #indveng #ipl #amarvotebjpke #stopasianhate #derekchauvin #freetntemples #godzillavskong #georgefloyd #hanker #happybirthday #thalapathy #thalapathyvijay #latokenapp #xinjiang #nftcommunity ,:innocent:
do you live in the dinosaur era ？？？ 95% mechanization of cotton picking in xinjiang. people don’t harvest plants by labor. they harvest cotton by machines!#xinjiangcotton ,:upside__down_face:
 so basically the statement in china is that they will continue to use xinjiang cotton while its own websites overseas states that it has never used it ,:sob:
 unassuming but 1 of most underestimated youtubers in canada a must view video.  viral xinjiang video ; american alternate reality journalism ,:arrow_down:
" . China is the only nation that has more than 3,000 yr of Empire Glory built upon genocide &amp; massacre.That's why China still thinks the genocide of Uighurs in Xinjiang is correct.China is an evil nation &amp; the world should unite together to annihilate this evil nation. .",:heart:
" When you can't keep up with the lies about Xinjiang, so you started a new lie about Christians ",:clown_face:
#LudeMedia May 21 VOA: :flag_for_United_States:-:flag_for_South_Korea:South K to issue a joint statement :small_blue_diamond:to mention :flag_for_Taiwan::flag_for_Hong_Kong:&amp; Xinjiang :small_blue_diamond:#CCP: surprisingly it will mention:flag_for_Taiwan:Taiwan Lude :small_orange_diamond:This is a historic shift :small_blue_diamond::flag_for_South_Korea:has abandoned past strategies to side with :flag_for_United_States: :small_blue_diamond::flag_for_Japan::flag_for_South_Korea::flag_for_Taiwan: will form a siege on:flag_for_China:#CCP,:fire:
"It's pretty good I also tried the Xinjiang """"mee tarik"""" (idk the official name in english but I guess """"pulled noodles""""???). Idk, but I'm surprised by the taste of the noodles... it's great",:sparkles:
a live zoom panel discussing the #xinjiang #genocide narrative convened recently. this panel included and other speakers of different professions. watch this | did the 'xinjiang genocide' ever happen?  ,:eyes:
"an article called """"economic and political motives behind the american incitement to xinjiang""""（美国煽动新疆问题背后的经济和政治动机)  here is the translate 1/ china's cotton production ranks 1st in the world, india is the 2nd, and the us is the 3rd. ",:arrow_right:
 okay i seeyou know xinjiang even better than people who actually live there,:upside__down_face:
"Very informative debate on Xinjiang, the geopolitics behind the scenes between US, China. A must watch for geopolitical nerds.  ",:thumbsup:
"Exactly from Xinjiang, seems you know nothing about real Xinjiang and only buy whatever western media told you.",:thumbsdown:
 ok i've found out it's in xinjiang altai mountains. thanks anyway ,:pray:
it's all out wars between china and evil usaliars now with the evil whites kept lying on xinjiang  we must dig out their pass and present atrocities and genocides in the world to make them on the defensive! :smiling_face_with_hearts::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone: ,:thumbsdown:
" better cotton initiative (bci) is economic warfare on xinjiang cotton, under the guise of human rights. ",:face_vomiting:
Exploring Xinjiang rural life with a village Maserati :rolling_on_the_floor_laughing::sunglasses:,:grin:
" guess when this """"fake"""" bbc recordings on xinjiang cotton will be removed by youtube  #ccp",:thinking_face:
 good job! nike cannot slander xinjiang without facing the consequences ,:flag_for_China:
"I’m going to Xinjiang to work in the cotton farms! via this guy, Raz, is ",:thumbsup:
" But now, Turkey has neither obtained Syrian land, Xinjiang may no longer have Islam, and even Turkic language may not exist.",:sweat_smile:
Welcome to Xinjiang,:rage:
this xinjiang as cnn said ? ,:point_down:
 Agreed! I'd love to see a few on the Sahel &amp; Xinjiang ,:smirk:
" Here is a song for all proud #Chinese, #China must be strong and united  #China #HongKong #Xinjiang, #Taiwan #Macau ",:heart:
Good forand We won’t be intimidated or silenced by #Beijing. We’ll keep exposing the Chinese Communist Party’s egregious religious-freedom violations in #Xinjiang ,:point_down:
yingkou in da house qinhuangdao in da house japan in da house and hainan in da house xinjiang in da house zhejiang wenzhou in da house we got chongqing in da house and china in da house,:smile:
a consensus among democratic countries!  canada hits chinese officials with sanctions over ‘gross’ human rights violations in xinjiang - national | ,:innocent:
"hugo boss tells chinese customers it will continue to purchase xinjiang cotton, months after telling us news outlet it has never used it.  uighurs are being used as forced labour and women are forcibly sterilised by china. that’s insane ! ",:rotating_light:
" liar,please open your eyes, lookthe most xinjiang cotton was harvested by machines,they are yellow color people. you liars close d your eyes on underage labor issues in vietnam,pakistan,bangladesh and india,wear cheap bloody gears from those countries,but blame china. shameful. ",:point_down:
" , play this in your next news segment. instead of pushing mike pompeo's xinjiang propaganda",:grin:
Uighur women describe how they're being forcibly sterilised by China in a systematic campaign to suppress the birth of Uighur children and other minorities in Xinjiang Uighur Autonomous Region ,:arrow_down:
" I born in XinJiang and grow up in XinJiang as well, I strongly support you, you’re much braver than me,well done",:thumbsup:
global lawmakers call out china for abuses against minority women in xinjiang | the fact news #china #minoritywomen #xinjiang  ,:point_down:
"they have guts to stand up against the fanatic tsai regime  taiwan actors under fire for joining chinese boycott against global brands eddie peng, janine chang, greg hsu among taiwanese actors dumping fashion brands over xinjiang statements ",:thumbsup:
"Then just shift to China along with your entire family as well as all the population from Samuday Vishesh. They also make Muslims in Xinjiang to dance, eat pork, destroy Masjid a day. Just digest that.",:rage:
"AUSTRALIAN news media reporters watching video about Xinjiang at the PRC embassy... they seem to be in some pain trying to reconcile their lies + fantasies with reality  """"Journalists watching a video during a press conference with Chinese ambassador to Australia Cheng Jingye",:smirk:
 Ppl n firms in Xinjiang should consider this adivice seriously ,:clap:
" funny how i never mentioned concentration camps, xinjiang or uighurs but he/she knew exactly what i was talking about. he/she unwittingly provided the context for “re-education camps.” i don’t think ccp will be happy.",:grinning:
"Stop #UyghurGenocide by the Communist China #CCP in Xinjiang, China. #UyghursLivesMatter and the #CCP is committing #CrimesAgainstHumanity by killing #Uyghurs, harvesting their healthy organs &amp; selling those organs on the international black market. ",:cry:
"magnitsky laws in action  the united states, canada, european union and united kingdom have imposed sanctions on senior chinese officials involved in the mass internment of uyghurs in east turketsan (xinjiang). #ausgov we need a #magnitskyactnow.",:clap:
" But hospitals are not decentralized enough, in Xinjiang when you go to """"hospital"""" you never come back ",:wink:
"well matt if you don't like how things are you can always go to china seeing that recently the chinese courts deemed homosexuality a mental disorder. and apparently the ccp is doing great and nothing bad is happening in wuhan, hong kong, or xinjiang...",:clown_face:
 xinjiang is safer if all those terrorists and extremists stay in turkey.thanks to u guys. ,:smile:
" After the Xinjiang cotton story, now the roulette rolled to winter olympics ? Can someone forecasts the West'sstory roadmap on China ?",:smiley:
"The 1st Xinjiang Art Festival Review From April 28 to May 4, 50 Xinjiang artists, including musicians, photographers and painters, showed their works and perform in Beijing, displaying a colorful and vivid #Xinjiang.",:heart:
 on : Xinjiang’s long and winding road with more than 600 hairpin bends,:thumbsup:
 Did the Nightfox cause the Xinjiang blackout? ,:eyes:
" it is not because they do not use xinjiang cotton that they are boycotted, but because they use lies to slander xinjiang, china. please find out the reason, thank you!",:pray:
"china  account for about half of all new solar power globally. in pandemic year 2020, china’s solar power generation increased 8.5%. mainly from the deserts of inner mongolia, qinghai and xinjiang. #planetearth #nature",:blush:
“the biden administration reaffirmed its predecessor’s designation of china’s acts against muslim minorities in the xinjiang province as a “genocide” in [its] report on human rights unveiled [] by secretary of state antony blinken.” and covid? nice work.,:thinking_face:
"wanna share your perfect white #snow pictures? here are pictures of spring snow at the hoboksar mongolian autonomous county in tacheng, #xinjiang. ",:heart_eyes:
"oh hilarious... #divideandconquer.. hits the 'so-called', self-proclaimed #uyghurs 'government in exile' too:smiling_face_with_hearts::flag_for_China::smiling_face_with_hearts: i dug into this twaddle previously; see: #china #xinjiang #uighurs",:zany_face:
 Congratulations #Oscars #Oscar2021 #ChloeZhao #china #India #Mumbai #Bombay #tenet #pune #PriyankaChopra #lagaan #motherindia #BhanuAthaiya #salaambombay #water #AishwaryaRai #kabirbedi #Taiwan #HongKong #Xinjiang #wuhanvirus #WuhanLab #wuhan,:clap:
us and canada follow eu and uk in sanctioning chinese officials over xinjiang ,:thumbsup:
#easonchan 是罪犯 should be arrested for supporting xinjiang concentration camp  ,:rage:
" yeah, keeping everyone talking about the crackdown on terrorism that affecting people in xinjiang and china proper. ",:thumbsup:
#xinjiang #uyghurgenocide has been well known across the world whatever ccp trying to cover up. ccp dare to make sanctions on us who posed the genocide issue but took revenge on individual witnesses. how shameless the #ccp is.  ,:face_vomiting:
" You said  doesn’t share data to public so you estimate thousands of executions??? why don’t you estimate millions executions in  every year? No need for proof, just as you saying genocide in xinjiang.",:flag_for_China:
something is missing from this lovely collection of pictures. what could it be? who lives in xinjiang? ,:thinking_face:
Okay why don’t you let the UN &amp; journalists into Xinjiang then ,:man_shrugging:
 why do we only care about xinjiang people? is it rare that we sichuan people do not deserve human rights? this is geographical discrimination,:sob:
 Look who is taking..  What about Uyghur genocide in Xinjiang &amp; west Philippines sea ??,:sob:
"#xinjiangcotton there is an obvious paradox. if western governments care about human rights in xinjiang, shouldn't they do what they can to support the people financially? trade sanctions on the agricultural products produced by farmers will only make things worse.",:thinking_face:
" i'm struggling for the right words this morning, but i want to share this thread on what's happening in xinjiang – which has been happening for way too long!",:point_down:
"let’s take a stroll in this floral pasture in  #ili kazak autonomous prefecture, #xinjiang uygur autonomous region! home to gorgeous apricot blossoms, it welcomes visitors from afar to appreciate its unique charms, including you!  #awakeningspring ",:heart_eyes:
 a 100% aussie who have travelled to xinjiang extensively and shared his account.. and a 100% asian who based his understanding on what he heard only. ok. surely it isn't that difficult to see which party is more credible ,:thinking_face:
"RIP To This Uyghur Baby Boy Who Kill By Chinese Police in Kunyu, Xinjiang",:cry:
" No matter how hardwhitewashes #Xinjiang , Lithuania (after :flag_for_United_Kingdom:) moves to recognize #Uyghurs #Genocide though it has been threatened by #CCP .Source:point_down: ",:flag_for_China:
" as a native of xinjiang don't know what's going on, but the so-called media thousands of miles away knows everything.this is the so-called media now, shameless to the extreme",:face_vomiting:
