id,tweet,name,cotton,genocide,camps,olympics,sterilizations,humanright,muslim,faith,language
900,"A group of songbirds, bearded reedlings, were spotted foraging on reed seeds in Bole City of northwest China's Xinjiang Uygur Autonomous Region on Friday.  ","People's Daily, China",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
901,"The electricity transmission volume of NW China's Xinjiang hit 100.01 billion kWh at 6 pm Wed, surpassing the 100 billion kWh mark during a one-year period for the first time, according to the State Grid. Xinjiang currently transmits electricity to 20 other provincial regions.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,"A dentist from NW China’s Xinjiang takes pride in his daily job in helping patients. Good teeth, good health!  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
903,"Water pushed massive piles of ice ashore around Sayram Lake in northwest China's Xinjiang Uygur Autonomous Region, making brisk sound of ice cracking.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
904,The story of a camel breeder in NW China’s Xinjiang: hardworking earns fruitful life!  ,"People's Daily, China",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
905,"Officials from NW China's Xinjiang have rebutted criticisms on Xinjiang-related issues in Western reports, saying that claims over issues such as so-called ""forced labor"" and ""reeducation camps"" are pure slander.    ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
906,"The craftsmanship of clay pottery in Kuche, NW China’s Xinjiang has attracted many visitors to appreciate the beauty and delicacy.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,"A massive gas reservoir with expected reserves of over 100 billion cubic meters was found in NW China's Xinjiang, according to Petro China. The reservoir covers an area of 156 million square meters beneath the middle of the southern rim of the Junggar Basin. (file pic)  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
908,Cuteness overload! A snow-loving fox enjoys itself at the snow-covered ground by the Sayram Lake in northwest China's Xinjiang Uygur Autonomous Region as if the picturesque place were its own playground.  ,"People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,"A China-Europe freight train from #Turkey entered China Thursday via Horgos Port in NW China's Xinjiang, the local customs said. The cargo train is Turkey's first for exports to China and is carrying 1,383 refrigerators worth about $1.59 million.  ","People's Daily, China",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
910,"China has approved the establishment of a key pilot zone to advance opening-up and development in #Tacheng prefecture, NW China's #Xinjiang. Tacheng is an important land route for China's foreign trade with Central Asia and Europe.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,"Young man from Kashgar, NW China’s #Xinjiang is determined to build his hometown after graduating college studying computer science. He wants to use his expertise to advance the local telemedicine service.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
912,#Opinion: Historic success of eradicating absolute poverty in #Xinjiang should hit the headlines    ,"People's Daily, China",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
913,"The average life expectancy in northwest China's Xinjiang Uygur Autonomous Region has reached 74.4 years, a senior Chinese health official said Tuesday.  ","People's Daily, China",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
914,"Travel is the best education. Chinese man from #Xinjiang not only relaxes himself from work when traveling, but also gets to appreciate the beauty along the road.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,"Video rocked social media that over 1,000 new recruits of #PLA in NW China's Xinjiang participate a group workout, forming all kinds of giant funny emoji faces. 😀  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
916,"When the spotlight is on, I feel the energy running though my body. A dancer from NW China’s Xinjiang hopes to showcase the charming Xinjiang dance to the whole world.  ","People's Daily, China",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
917,A cake maker from NW China's #Xinjiang instills her philosophy of education into her daughter through daily life.  ,"People's Daily, China",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
918,"A fig grower from NW China’s Xinjiang showcased his “sweet base”, a greenhouse planting site which not only produces high-quality fruits, but also increases the local income.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,"A flock of black-tailed gazelle is seen grazing on the snow-covered meadowland of Baichen, #Xinjiang, NW China.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,"The 1st China-Europe freight train carrying B2C cross-border e-commerce products majorly made in the Greater Bay Area departed from Shenzhen on Dec 5. It will pass the Alashankou Port in NW China's Xinjiang, and arrive in Budapest, Hungary after a 16-day journey.  ","People's Daily, China",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
921,"An architect from Hotan County, NW China’s #Xinjiang takes pride in his job of building a more developed and modern hometown.  ","People's Daily, China",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
922,"Known as the “desert wonder,” Baisha Lake in NW China’s #Xinjiang Uygur Autonomous Region, is like a big mirror with the reflection of Mingsha Mountain, sky and clouds.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,"A total of 140 passageways are reserved at the Xinjiang section of the Golmud-Korla railway as it traverses through Lop Nur, a national nature reserve for wild camels. Spanning 1,206 km, the railway line connects Xinjiang Uygur Autonomous Region and Qinghai Province in NW China.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,"The Altay-Fuyun section of the Afuzhun (Altay-Fuyun-Zhundong) railway line in NW China's Xinjiang began operations Sun. Spanning 419 km, Afuzhun railway is connected with another railway, and together they form part of a circular railway network in the northern part of Xinjiang.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,"An interior designer from NW China’s #Xinjiang finds his inspiration of work from the love and passion for life, paving bricks to building a modern home.  ","People's Daily, China",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
926,"Girl Power! County governor goes viral after she becomes the tourism ambassador in Zhaosu, NW China's Xinjiang, for her valiant and heroic horse riding skills.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,"A restaurant owner from Qira County, NW China’s #Xinjiang comes up with health-preserving dishes to meet the needs of nowadays customers. Take a look!  ","People's Daily, China",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
928,"The Shaya lambskin hat, originated from Shaya County, NW China’s #Xinjiang, is one of the local intangible cultural heritages. Take a look at the complex making process!  ","People's Daily, China",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
929,"An army aviation brigade of PLA Xinjiang Military Command successfully conducted a high-altitude flying training at a plateau over 6,000 meters above sea level, aiming to test both the helicopter equipment and the pilots’ physical fitness.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
930,"Fly over the white world: Take a distance to find the best view of the snowy fairyland on hot air balloons in Hemu Village, northwest China’s Xinjiang Uygur Autonomous Region.  ","People's Daily, China",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,"Despite spring's arrival, the Altay Mountains are still covered in snow. Border Guards in the Altay prefecture, #Xinjiang held intensive training sessions in the snow-covered area to improve their overall combat abilities.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,"NW #China’s #Xinjiang Uygur Autonomous Region takes lead in China’s renewable energy push, with wind and solar power capacity reaching record high of 35.83 GW, beating developed countries like #UK or Japan.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,"A Washington-based ""think tank,"" Newlines Institute for Strategy and Policy, which fabricated the Xinjiang ""genocide"" rumor, is actually a front of the International Institute of Islamic Thought which is suspected of sponsoring terrorism, reports said.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,#环球时报Editorial: The accusations made by the US and the West against Xinjiang are fragile in logic and can be broken easily with just one prod. That logic set is very suitable for them to hype in their closed loop of public opinion.    ,Global Times,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
935,"#Opinion: The Western world, including France, could learn from China’s experience in dealing with terror attacks in Xinjiang. But as the West spares no efforts to crack down on China by using Xinjiang, it may eventually eat the bitterness itself.  ",Global Times,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
936,"Lawsuit by local companies, individuals in China’s #Xinjiang against rumormonger Adrian Zenz conforms to protective jurisdiction, intl law experts said, suggesting criminal charges on the pseudo-scholar to deter other politically motivated libel.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,Debunking Adrian Zenz's lies on Xinjiang: Why Zenz deserves to be sued @adrianzenz  ,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,"Paleontologists discovered the world’s smallest #stegosaurus footprint in NW China’s #Xinjiang Uygur Autonomous Region. The finding may reveal clues about the development and nurturing behavior of the stegosaurus, said expert.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,What's #Xinjiang Really Like? -- Western Media VS local residents.  ,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,"Some enterprises and individuals in China’s #Xinjiang are preparing to sue #AdrianZenz (#ZhengGuoen), an anti-China pseudo-scholar from Germany, for spreading “forced labor” rumors about Xinjiang and causing locals to suffer great economic losses.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,"Chinese sovereign security has no room for compromise, some Western countries should evaluate risks of using HK, #Taiwan, #Xinjiang, South China Sea as leverage to disturb China’s development, observers say after FM Wang Yi’s press conference. #twosessions  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,"China and the US need to abide by principle of no interference in internal affairs. China will never accept groundless stigmatization, won’t tolerate aggression on its core interests on #HongKong, #Taiwan, #Xinjiang: Wang #TwoSessions2021  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,". @BBC seemed to go astray further on making false China reports, Chinese netizens mocked, after it twisted a video on local officials encouraged village girls in #Xinjiang to go outside &amp; earn a better living. BBC called the move “coercive forced labor.”   ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,Genocide has become a label that the US and some Western elites are arbitrarily slapping on China's Xinjiang. The US committed genocide against Native Americans. China won’t do the same: Editor-in-Chief Hu Xijin #HuSays  ,Global Times,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,#Opinion: Western media’s reports on Xinjiang and Hong Kong have clearly cooperated with the US and other Western countries’ political campaigns against China. Aren’t such narratives that hope China will fall into chaos and collapse China hating?  ,Global Times,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
946,"CPC honors Laqini Bayika, a Tajik patrolman in Xinjiang, as ""model of the times,"" who died in January while rescuing a child who fell into an ice hole. He made great contributions to China's frontier defense, border counter-terrorism mission.  ",Global Times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
947,"Some foreign anti-China politicians spread rumors and smeared China on issues such as virus' origin, #HongKong &amp; #Xinjiang, causing negative impacts on the public's view of China. Despite this, some opinion polls show China’s image improving: CPPCC spokesperson  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,"Chinese Embassy in UK refutes The Guardian’s @guardian report on “East Turkestan,” clarifying that #Xinjiang has never been “East Turkestan” and the report is a distortion and negation of Xinjiang’s history.   ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,Chinese embassy @ChineseEmbinUK urged @guardian to respect facts as the argument ‘East Turkestan Republic’ once ‘existed’ in Xinjiang” in its report on Feb 22 is a distortion and negation of Xinjiang’s history. Such advocacy provides platform for separatists and anti-China forces  ,Global Times,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
950,"As US, some Western countries, and their media, launch ""big lie"" diplomatic offensive against China's human rights on Xinjiang affairs or COVID-19 epidemic prevention and control, Chinese government will issue report on human rights violations in US.  ",Global Times,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
951,"Xinjiang as seen by general public and Xinjiang portrayed by the Western media are very different, ""exposes West’s ulterior motives of recruiting actors to spread lies about Xinjiang in an attempt to attack China,"" analysts say.    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,"GT editor-in-chief Hu Xijin: Many Western elites are jealous that China, a socialist country based on people-centered principles, has managed to bring order in Xinjiang at such a small cost, so they have been misleading the general public in the West.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,"The spokesperson also urged #TheEconomist to acknowledge the facts, adhere to the principles of objective &amp; fair journalism, discard the prejudice against #China and stop the groundless vilification of China's #Xinjiang.   ",Global Times,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
954,"The spokesperson of the Chinese Embassy in the #UK said Sat in a letter written to The Economist that an article it published entitled ""#Genocide"" made groundless accusations against #China's policy in #Xinjiang, and China strongly &amp; firmly opposes it. @TheEconomist  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,"UK calling for #UN to pass a resolution to have ""urgent and unfettered"" access to #Xinjiang was a pure political manipulation and would severely sabotage the cooperation between China and the UN High Commissioner if it was forcefully pushed, observers said  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
956,"“This is a provocation to China’s laws and judicial sovereignty. The door of Xinjiang is always open and China’s invitation and sincerity has not changed. But the visit should not be an ‘investigation with the presumption of guilt,” FM said.",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,"China welcomes diplomats from #EU to visit #Xinjiang region, but EU delayed visits again and again and put forward unreasonable requests, including meeting criminals who have been sentenced for splitting the country, FM spokesperson said.   ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,"#Xinjiang affairs are about counter-terrorism, counter-extremism and counter-separatism, and relate to China's sovereignty, territorial integrity and national security, spokesperson Wang Wenbin said.",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,"Chinese FM spokesperson denounced the passage of a motion by the Dutch parliament on #Xinjiang, saying it neglected facts and law, deliberately smeared China, and grossly interfered in China’s internal affairs.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,"In welcoming their ""big brother"" - the US - to rejoin @UNHRC and to cooperate with the US ""genocide"" lies to slander China, some Western countries made efforts in hyping #Xinjiang topics recently, analysts said.    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,"Why is  #US obsessed with smearing #Xinjiang through gimmicks? It gains political capital by slandering Xinjiang, it discredits CPC and #China by hijacking international law, and it hinders China's development under guise of 'human rights'   ",Global Times,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
962,"Why is  #US obsessed with smearing #Xinjiang through gimmicks? It gains political capital by slandering Xinjiang, it discredits CPC and #China by hijacking international law, and it hinders China's development under guise of 'human rights'  ",Global Times,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
963,"China eradicated extreme poverty by providing opportunities and education to millions upon millions of people around the country—the future is bright for children in Xinjiang. Receiving free education makes these children and their families happy, should they not celebrate?  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,"Some Western countries do not really care about #Xinjiang residents' lives, but simply want to use human rights as an excuse to meddle in China's internal affairs.  ",Global Times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
965,"Western countries should stop abusing the UN Human Rights Council platform or using #Xinjiang to meddle in China's internal affairs, but should focus on their own problems such as police violence, racism and overseas military misconduct: Chinese Ambassador to UN  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,"""Untrue,"" ""lies with malicious political purposes,"" ""despicable moves to maintain Western hegemony."" These are statements by many foreign politicians commenting on the US and some Western countries' accusation against Xinjiang.    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
967,"Canadian parliament's motion on #Xinjiang seriously distorts the facts and arbitrarily attacks China's Xinjiang policies; rudely interferes in China's internal affairs, and is a malicious provocation to the Chinese people: spokesperson of China's NPC Foreign Affairs Committee  ",Global Times,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,#China has sent invitations to the high commissioner of @UN for human rights about a trip to China and #Xinjiang; the two sides have maintained close communication on this matter: Chinese FM  ,Global Times,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
969,Foreign politicians and experts denounced the West’s accusation of ‘genocide’ against #Xinjiang as ‘false’ and ‘malicious lies’    ,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,"Some Western media can’t even correctly locate where #Xinjiang is on the map, so calls to boycott the 2022 Beijing Winter Olympics are never about the human rights. Western countries are likely to use the calls as bargaining chips: experts    ",Global Times,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
971,"1,200+ people from over 100 countries have visited #Xinjiang since 2018, including UN officials &amp; foreign diplomats posted in China. China welcomes foreign friends who uphold the principles of objectivity &amp; justice to visit Xinjiang to see the economic &amp; social development there.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,"Some anti-China politicians in the West are trying to hype ""genocide"" rumors about China's #Xinjiang to obstruct the 2022 Beijing Winter Olympics, and Chinese experts said if these attempts become the official stance, there would be serious consequences.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
973,"Chinese FM on Tuesday warned Canadian politicians not to place party interests above bilateral relations, noting they should abandon anti-China instincts and see #Xinjiang with an objective viewpoint.  ",Global Times,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
974,"Facts have proven that there was no genocide in Xinjiang. This is a lie concocted by anti-China forces, a ridiculous farce to smear China. Some Canadian politicians' blatant politicization of sport violates the spirit of the Olympics and harms the interests of athletes: FM",Global Times,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
975,"China firmly opposes and has lodged serious representations to Canada against its motion that determined China's policies in #Xinjiang constituted ""genocide"" and called for the removal of the 2022 Winter Olympic Games from Beijing: Chinese  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,"Chinese envoy to Canada Cong Peiwu, in an TV interview urged Canada to respect facts and rectify its mistake, stop interfering in China’s domestic affairs in the excuse of Xinjiang to avoid further damage bilateral ties  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
977,"Chinese Embassy in #Kazakhstan refuted rumors that claim there will be chartered passenger flights from #Almaty to #Urumqi, which are only open to ethnic #Kazaks from #Xinjiang at a cost about 10,000 yuan ($1,548).  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,"Accusations of so-called “force labor” and “forced sterilization” against China’s #Xinjiang are outright slander and “lies of the century” fabricated by Western politicians, Chinese Mission spokesperson said Mon. #UNHumanRightsCouncil.  ",Global Times,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
979,The event particularly highlighted the leading role the CPC Xinjiang Uygur Autonomous Regional Committee plays in rallying people of #Xinjiang from various ethnic backgrounds to build a better life for all. @SpokespersonHZM,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,"310+ representatives of political parties exchanged views on topics including poverty elimination &amp; solidarity among ethnic groups, reached extensive consensus on #Xinjiang’s progress &amp; opposing stigmatization, via video link in a ""Stories of CPC"" Thematic Briefing on Xinjiang  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,"The Human Rights Council has no place for lies and deception, Chinese Mission Spokesperson Liu Yuyin refuted erroneous remarks made by #UK foreign secretary at the 46th session of the #UNHumanRightsCouncil related to China’s #Xinjiang.  ",Global Times,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
982,"Xinjiang-related issues are in essence about countering violent terrorism &amp; separatism. Basic facts show there has never been a so-called ""genocide"" &amp; ""forced labor"" in Xinjiang. China welcomes the High Commissioner for Human Rights to visit Xinjiang, Wang Yi said at the UN HRC.  ",Global Times,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,"From 2010-2018, the Uygur population in Xinjiang grew by 2.5 million, or 25.04 percent, which is higher than Xinjiang’s overall population growth rate (13.99 percent).  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,"Chinese officials said the briefing held at the beginning of the year marking the 100th anniversary of the founding of the CPC and the 1st year for implementing the country's 14th Five-Year Plan (2021-25), demonstrates the openness and confidence of Xinjiang.  ",Global Times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
985,"What is the real life of people in China's Xinjiang? China held an online briefing on stories of #CPC with stories, data and facts refuting the West's claims of ""forced labor"" and ""genocide"" on Uygurs in Xinjiang.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
986,"What #Xinjiang has done is just and transparent and aims to make better lives for its residents. The claims of “forced labor”, “genocide” or “internment camps” are total slander and calling white black, said Chen Quanguo, Xinjiang Party chief  ",Global Times,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
987,"From 2010-2018, Uygur population in Xinjiang grew by 2.5 million, or 25.04%, which is higher than Xinjiang’s overall population growth rate (13.99%), ethnic minority population growth rate (22.14%) and Han population growth rate (2%): Chen Quanguo, Xinjiang Party chief  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,The online event was held against the backdrop of #US and Western countries accusing #China of “genocide” of Uygurs in its #Xinjiang region. The event serves as a platform to refute lies and slander against #CPC.,Global Times,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
989,"A stable and harmonious #Xinjiang is the premise of a prosperous Xinjiang. China has uprooted the soil of terrorism in Xinjiang and protected the people of all ethnic groups from the encroachments of terrorism and extremism: senior official from Intl dept, CPC Central Committee  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,"An online event aimed at outlining development in #China’s #Xinjiang is held in Urumqi Mon, with more than 300 foreign delegates representing 200 political parties, intl organizations, media outlets and think tanks from more than 80 countries and regions attending via video link.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,"Cui Tiankai, Chinese Ambassador to the US, said at the Lanting Forum that China has no space to make compromises on affairs related to China's sovereignty and territorial integrity, such as #Taiwan, #HongKong, #Xinjiang and #Tibet. ""We need to draw a clear red line.""  ",Global Times,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
992,"“…Stop undermining China’s sovereignty and security on internal affairs concerning #HongKong, #Xinjiang and #Tibet.” He made the remarks at the opening ceremony of the Lanting Forum",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
993,"US State Department reportedly concludes there is insufficient evidence to support ""genocide"" happening in China's Xinjiang region. Chinese experts say report shows so-called genocide is groundless political slander against China.   ",Global Times,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
994,Winter fishing on Ulunggur Lake in Xinjiang    ,Global Times,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,UK uses rumors to justify its sanctions on Xinjiang firms regardless of the region’s stability &amp; prosperity. It also promises permanent residence status for HK BN(O) passport holders in violation of China-UK agreements. China reserves the right to take actions: Embassy,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
996,China expresses firm opposition to UK’s remarks at the Munich Security Conference on Xinjiang and national security law for HK. Xinjiang and HK affairs are China’s internal affairs that do not allow any foreign country to interfere in any form: Embassy  ,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,"Some people in Canada, the US and Australia have been spreading rumors about #Xinjiang, which only makes the world see their ignorance and absurdity, a Chinese FM spokesperson said on Fri, in response to recent claims of “genocide” and “forced labor.”    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,"The Xinjiang Uygur Autonomous Region has a border management area of 205,000 km2 -- with less than 6 people per square kilometer. To manage the region’s huge border, local residents are recruited to prevent illegal border crossings and protect the general public.  ",Global Times,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
999,"By marking a small town with the same pronunciation Xinjiang in Guangdong as NW China's #Xinjiang region, @CNN again shows how little they know about the region despite US ""experts"" or media pretend that they ""care"" about ""human rights issues"" in Xinjiang.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,"Soldiers of Chinese border troops in #China’s #Xinjiang region recently received the New Year gifts sent from 124 cities across the country. The #SpringFestival packages include snacks from soldiers’ hometowns, laptops, letters and paintings.  ",Global Times,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1001,"China will not allow the broadcast of BBC World News in Chinese mainland after the broadcaster did a slew of falsified reporting on issues including #Xinjiang and China’s handling of #COVID19, a move experts said send clear signal that fake news is not tolerated in China.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,"Minister Ma Hui of the Chinese Embassy in UK met with a representative from the BBC via video on Monday, and lodged serious representations regarding BBC’s recent falsified reporting on Xinjiang and China’s handling of COVID-19: Embassy Wechat account  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,"Issues regarding Taiwan, Hong Kong and Xinjiang are China’s domestic affairs that concern China’s sovereignty and territorial integrity. The US should respect China’s core interests and deal with those issues prudently: Xi",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,"Former Xinjiang trainees in #Xinjiang who gave births after graduation lambasted an overseas Uygur and sensational Western media reports, especially those from the #BBC, for spreading lies of “forced sterilization” of Xinjiang women.    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,"Despite the Western media hype, #Kazakhstan and Central Asia claim to have their own vision about the situation in the #Xinjiang Uygur Autonomous Region and security cooperation between China and Kazakhstan, an expert said Tuesday.  ",Global Times,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,"Data showed that organized and systematic slandering of #China’s #Xinjiang reached several climaxes on Dec 30, 2018, Nov 24, 2019 and Feb 2, 2021. BBC’s  “rape” story is the highest peak among them.    ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,Tianshan Shengli tunnel under construction in #Xinjiang.     ,Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,"#PLA Xinjiang Military Command reportedly commissions Z-20 utility helicopters, recently conducted helicopter exercises over Pangong Tso on the China- #India border #LAC. Vows to safeguard western border amid provocation.  ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,"#PLA Xinjiang Military Command commissions China's newly developed, plateau-capable utility helicopter, Z-20, media reports reveal. Choppers seem to have modified engines that could boost performance and survivability, analysts say.      ",Global Times,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,"China appreciates the objective and fair stance of Pakistan, UAE on #Xinjiang affairs, said Chinese Foreign Ministry spokesperson, noting that China welcomes foreigners to visit region.  ",Global Times,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
